entrée	James EN	James FR
Jujuba	1	1
Jujuba silvestris	1	
Jujuba sylvestris		1
Julap, Julapium, Juleb, Julepus	1	
Julap, Julapium, Julep & julepus		1
Juliani antidotus	1	1
Julis		1
Julius Bassus		1
Julius bassus	1	
Jumnisum	1	1
Juncago	1	1
Juncaria	1	1
Junctura	1	1
Juncus	1	1
Junipappeeywa	1	1
Juniperinum vinum	1	1
Juniperus	1	1
Junius Crispus		1
Junius crispus	1	
Juno	1	1
Junonis rosa	1	1
Jupicai	1	1
Jupicanga	1	1
Jupiter	3	3
Juracatia	1	1
Jurepeba	1	1
Jurumu	1	1
Jus	1	1
Jusquiamus	1	1
Jussa	1	
Jussa, Lapis gypseus		1
Justicia	1	
Justitia		1
Justus	1	1
Juvantia	1	1
Juvencus	1	1
Juwb	1	1
Juxtangina	1	1
Kaath	1	1
Kaawy	1	1
Kabnos	1	1
Kachimia, Kakimia	1	1
Kadali	1	1
Kaib	1	1
Kaida	1	1
Kaigang	1	1
Kaka moullon		1
Kaka-moullon	1	
Kaka-niara	1	1
Kaka-toddali	1	1
Kal	1	1
Kal-toddavaddi		1
Kal-toddavaddi, H. M.	1	
Kald	1	1
Kaled	1	1
Kali	1	1
Kamar	1	
Kamir		1
Kamra, Camar		1
Kandel	1	1
Kanden-kara		1
Kanden-kara, H. M.	1	
Kanelli	1	1
Kanfor	1	1
Kapa-mara		1
Kapa-mara, H. M.	1	
Kaprili	1	1
Kar	1	1
Kara-angolam		1
Kara-angolam, H. M.	1	
Kara-kandel	1	1
Karabe	1	
Karabe, Carabe		1
Karabitus	1	1
Karatas	1	1
Karena	1	1
Kari-vetti		1
Kari-vetti, H. M.	1	
Kariil		1
Kariil, H. M.	1	
Karin-tagera		1
Karin-tagera, H. M.	1	
Kasam	1	1
Kasiava-maram		1
Kasjava-maram, H. M.	1	
Katimia	1	1
Katkin	1	1
Katmer-bouhour	1	1
Katou-conna		1
Katou-conna, H. M.	1	
Katou-indel		1
Katou-indel, H. M.	1	
Katou-kalesiam		1
Katou-kalesiam, H. M.	1	
Katou-karva		1
Katou-karva, H. M.	1	
Katou-naregam		1
Katou-naregam, H. M.	1	
Katou-patsiotti		1
Katou-patsjotti, H. M.	1	
Katou-pulcolli		1
Katou-pulcolli, H. M.	1	
Katou-theka		1
Katou-theka, H. M.	1	
Katou-tsiaca		1
Katou-tsjaca, H. M.	1	
Kauki	1	1
Kaye-baka	1	1
Kayl	1	
Kaysir	1	
Kazdir, Kasdir, Kasir	1	1
Kedangu		1
Kedangu, H. M.	1	
Keiri	1	1
Kelp	1	1
Kemir	1	
Kempfera	1	1
Kenkel	1	1
Kenne	1	1
Keratophyton	1	1
Kermes	1	1
Kersydros	1	1
Ketmia	1	1
Keyri	1	1
Kibric	1	1
Kibrith	1	1
Kibrius, Kebric	1	1
Kidibengi	1	1
Kiki	1	1
Kina-kina	1	
Kinakina		1
Kirath	1	1
Kises	1	1
Kismesen	1	1
Kist	1	1
Knawel	1	1
Kobaltum	1	1
Kolerus	1	1
Kolto	1	1
Kophi	1	1
Kreupel boom		1
Kreupelboom	1	
Krissia boom	1	1
Kuhul	1	1
Kumen	1	1
Kuria, Kymia, Kymus	1	1
Kutubuth	1	1
Kymenna	1	1
Kymia	1	1
Kymit	1	1
Kymolea	1	1
Kyna	1	1
Kyram	1	1
Labdanum	1	1
Labe	1	1
Labella leporina	1	1
Labeo	1	1
Labia	1	2
Labia leporina	2	2
Labiate flowers	1	
Labis	1	1
Lablab	1	1
Labor	1	1
Laboratorium	1	1
Labrax	1	1
Labrisulcium	1	1
Labrum	1	1
Labrum veneris	1	1
Labrusca	1	1
Laburnum	1	1
Labyrinthus	1	1
Lac	10	14
Lac lunae	1	1
Lacaphthon	1	1
Lacca	1	1
Laccopedon	1	1
Lacerta viridis	1	
Lacertus	1	1
Lacertus aquatilis	1	
Lachlachatum	1	1
Lachryma	1	1
Lachryma Jobi		1
Lachryma jobi	1	
Lachrymale punctum	1	1
Lachrymalis	1	
Lachrymalis ductus		1
Laciniae	1	1
Laconicum	1	1
Lactaria	1	1
Lactatio	1	1
Lactea febris	1	
Lactea vasa	1	1
Lactica	1	1
Lacticinia	1	1
Lactiferus	1	1
Lactuca	1	1
Lactucella	1	1
Lactucimina	1	1
Lactumen	1	1
Lacunae	1	1
Lacune	1	1
Ladanum	1	1
Laemos	1	1
Laetificans	1	1
Laevigatio	1	1
Laganon	1	1
Lagaros	1	1
Lagneia, Lagneuma	1	1
Lagocheilos	1	1
Lagon	1	1
Lagophthalmia	1	1
Lagopus	1	1
Lamac	1	1
Lamare	1	1
Lambdacismus	1	1
Lambdoides	1	1
Lambitivum	1	1
Lamina	1	1
Lamium	1	1
Lamneia	1	1
Lampe	1	1
Lampetra	1	
Lampetra.Lampodes		1
Lampodes	1	
Lampros	1	1
Lampsana	1	1
Lampyris	1	
Lampyrus		1
Lana	1	1
Lanaria	1	1
Lanarius	1	1
Lancetta, Lanceola	1	1
Langii	1	
Langii aqua epileptica		1
Languor	1	1
Lanigera	1	
Lanigera arbor		1
Lanigerus	1	1
Lanius	1	1
Lans	1	1
Lantana	1	1
Lantor	1	1
Lanuginosus	1	1
Lanugo	1	1
Lanx	1	1
Laonica	1	
Laonica curatio		1
Laos	1	1
Lapacticus	1	1
Lapara	1	1
Laparos	1	1
Lapathum	2	1
Lape	1	1
Lapidillus	1	1
Lapillatio	1	1
Lapis	1	1
Lappa	1	
Lappago	1	1
Lappula canaria	1	1
Laqueus	1	1
Larbason	1	1
Lardum	1	1
Larix	1	1
Larus	1	1
Larva	1	1
Laryngotomia	1	1
Larynx	2	3
Lasanon	1	1
Lascivus	1	1
Laser	1	1
Laserpitium	1	1
Lasion	1	1
Lassitudo	1	1
Lastaurus	1	1
Lasur	1	1
Latae pustulae	1	1
Later	1	1
Latera-lictro	1	1
Lateralis morbus	1	1
Laterium	1	1
Lathyris	1	1
Lathyrus	1	1
Latibulum	1	1
Latica	1	1
Latissimus dorsi		1
Latissimusdorsi	1	
Laton	1	1
Latus pulsus	1	1
Laucania	1	1
Laudanum	1	3
Laudinae	1	1
Laurax	1	1
Laureola	1	1
Laurifolia	1	1
Lauro-cerasus	1	
Laurocerasus		1
Laurus	1	1
Lautissima vina	1	1
Lavacrum	1	1
Lavamentum	1	1
Lavandula	1	1
Lavaretus	1	1
Lavaronus	1	1
Lavatera	1	1
Lavatio	1	1
Lavendula	1	1
Laver	1	1
Lavignon	1	1
Lavipedium	1	1
Lawang	1	1
Laxa chimolea	1	1
Laxantia medicamenta	1	1
Laxatio	1	1
Laxativa	1	1
Laxitas	1	1
Lazari	1	
Lazari morbus, Malum		1
Lazuli	1	
Lazuli lapis		1
Lazurius	1	1
Leaena	1	1
Leberis	1	1
Lebias	1	1
Lecheneon	1	1
Lechia	1	1
Lecho	1	1
Leciscion	1	1
Lecithos	1	1
Lectio	1	1
Lectualis morbus	1	1
Lectus	1	1
Ledum	1	1
Leffa	1	1
Leffas	1	1
Legna	1	1
Leguanaria	1	1
Legumen	1	1
Leiobatos	1	1
Leiopodes	1	1
Leiphaemoi	1	1
Leipodermos	1	1
Leipopsychia	1	1
Leipothymia	1	1
Leipyrias	1	1
Lelythus	1	
Lelytus		1
Leme	1	1
Lemma	1	1
Lemnia terra	1	1
Lemniscus	1	1
Lempnias	1	1
Leniens, Lenis, Lenitivus	1	1
Lenos	1	
Lens	1	1
Lenta febris	1	1
Lentibularia	1	1
Lenticula	1	1
Lenticulare	1	1
Lenticulares glandulae		1
Lenticularis febris		1
Lentigo	1	1
Lentiscinum vinum	1	1
Lentiscus	1	1
Lentiscus peruana	1	1
Lentor	1	2
Leo		1
Leonina lepra		1
Leontiasis		1
Leontiasis, Leontion, Leonina lepra	1	
Leontion		1
Leontopetalon	1	1
Leontopodium	1	1
Leonurus	1	1
Leopardus	1	1
Lepas	1	1
Lephanteus, Lephante	1	1
Lepidium	1	1
Lepidocarpodendron	1	1
Lepidoides sutura	1	
Lepidoites sutura		1
Lepidosarcoma	1	1
Lepis	1	
Leporina labra	1	1
Lepra	7	11
Lepras	1	1
Leptomeres	1	1
Leptunon	1	1
Leptysmos	1	1
Lepus	1	1
Lepus marinus	1	
Lepyrion	1	1
Leros	1	1
Leseolus	1	1
Lesmin	1	1
Leta	1	1
Letchi	1	1
Lethargus	3	5
Lethe	1	1
Leucacantha	1	1
Leucadendros	1	1
Leucania	1	1
Leucanthemum	1	1
Leucas	1	
Leucas montana		1
Leuce	1	1
Leucelectrum	1	1
Leuciscos	1	1
Leucochrus	1	1
Leucographis	1	1
Leucoium	1	1
Leucolachanon	1	
Leucolanchanon		1
Leucoma	1	1
Leuconymphaea	1	1
Leucophagium	1	1
Leucophlegmatia		1
Leucophlegmatica	1	
Leucophyllon	1	1
Leucopyron	1	1
Leucorrhoea	1	1
Levator	1	
Levatores		1
Levatores ani	1	
Leviathan penis	1	1
Leviraia	1	1
Levisticum	1	1
Lexipharmacon	1	1
Lexipyretos	1	1
Libanion	1	1
Libanos	1	1
Libanotis	1	1
Libanotos	1	1
Libella	1	1
Libido	1	1
Libos	1	1
Libra	1	1
Liburnum	1	1
Libyanon	1	1
Lichanos	1	1
Lichas	1	1
Lichen	1	1
Lichenastrum	1	1
Lichenoides	1	1
Lichi lici, Lumyen		1
Lichi, Lici, Lumyen	1	
Licinia	1	1
Licopus		1
Lien	2	2
Lienteria	1	1
Ligamentum	1	1
Ligatio	1	1
Ligatura	1	1
Ligniperda	1	1
Lignum	1	
Lignum campescanum	1	
Lignum carabaccium	1	
Lignum flavum	1	
Lignum literatum	1	
Lignum moluccense, Grana tiglia	1	
Lignum rubrum	1	
Lignum, Aloes		1
Lignuodes	1	1
Ligula	1	1
Ligurinus	1	1
Ligusma	1	1
Ligusticum	1	1
Ligustrum	1	1
Lilac	1	1
Lili	1	1
Liliago	1	1
Liliastrum	1	1
Lilio-asphodelus	1	1
Lilio-fritillaria	1	1
Lilio-hyacinthus	1	1
Lilio-narcissus	1	1
Lilio-ornithogalum	1	1
Lilium	1	1
Lima	1	1
Limanchia	1	1
Limaturae	1	1
Limax terrestris	1	
Limax terrestris.Limbus		1
Limbus	1	
Limnitis	1	1
Limnopeuce	1	1
Limoctonia	1	1
Limodorum	1	1
Limon	1	1
Limonada	1	1
Limonia malus	1	1
Limonium	1	1
Linagrostis	1	1
Linamentum	1	1
Linaria	1	3
Linaria aurea	1	
Linaria scoparia	1	
Linctuarium	1	1
Linctus	1	1
Linea alba	1	1
Lingua	5	7
Lingua avis	1	1
Lingua cervina	1	1
Lingua major	1	
Lingualis musculus	1	1
Lingula	1	1
Linimentum	1	1
Linosyris	1	1
Linozostis	1	1
Linteum	1	1
Linum	1	1
Liobatos	1	1
Lipa	1	1
Liparis	1	1
Lipodermos	1	1
Lipopsychia	1	1
Lipothymia	1	1
Lippa	1	1
Lippia	1	1
Lippitudo	1	1
Lipyria	1	
Liquamen	1	1
Liquamumia	1	1
Liquidambra	1	1
Liquiritia	1	1
Liquor mineralis anodynus	1	1
Lirion	1	1
Lite	1	1
Lithagogus	1	1
Lithanthrax	1	1
Lithargirites acetum	1	1
Lithargyrus	1	1
Lithiasis	1	1
Lithobryon	1	1
Lithocolla	1	1
Lithocolum	1	1
Lithodendrom	1	
Lithodendron		1
Lithoeides	1	1
Litholabon	1	1
Lithontripticus	1	1
Lithopaedion	1	1
Lithophyton	1	1
Lithoreoleucoium	1	1
Lithospermum	1	1
Lithothlaspi	1	1
Lithotomia	16	26
Lithotomus	1	1
Litim	1	1
Litos	1	1
Litra	1	1
Litron	1	1
Litteristum	1	1
Litus	1	1
Lividus	1	
Lividus musculus		1
Lixivium	1	1
Lixivum	1	1
Lobelia	1	1
Lobellus, Lobulus	1	1
Lobus	1	1
Lobus echinatus	1	1
Localia	1	
Localia medicamenta		1
Loch	1	
Loch, Looch		1
Lochia	1	2
Loculamenta	1	1
Locus	1	1
Locusta	2	1
Locusta altera		1
Locusta marina	1	1
Loemos	1	1
Logaporum	1	1
Logas	1	1
Loligo	1	1
Lolium	1	1
Lolius	1	1
Lomentum	1	1
Lonan Cambodia	1	
Lonan cambodia		1
Lonchitis	1	1
Lonchitis minor	1	
Lonchitis prima	1	
Lonchoton	1	1
Longanon & longaon		1
Longanon, Longaon	1	
Longissimus dorsi	1	1
Longitudinales		1
Longitudinalis	1	
Longurius	1	1
Longus colli	1	1
Lonket	1	1
Lopa	1	1
Lopades	1	1
Lophadia, Lophia	1	1
Lopos	1	1
Loppa	1	1
Lora	1	1
Lordosis	1	1
Lorica	1	1
Lorind matricis		1
Lorinde	1	1
Lorum	1	1
Lorus	1	1
Lot	1	1
Lota	1	1
Lotio, Lavatio	1	1
Lotium	1	1
Loto affinis	1	1
Lotura	1	1
Lotus	1	1
Loxia	1	1
Lozanga	1	1
Luban	1	1
Lucanus	1	1
Lucatelli balsamum	1	1
Lucerna	1	1
Lucius	1	1
Lucumoriana dormitio	1	1
Ludus paracelsi	1	1
Lues venerea	9	13
Luffa	1	
Luffa arabum		1
Lujula	1	1
Lumbago	1	1
Lumbaris internus	1	1
Lumbi	1	1
Lumbricales musculi	1	1
Lumbricus terrestris	1	1
Luna	1	1
Lunaetria		1
Lunaria	1	1
Lunaticus		1
Lunificus		1
Luparia		1
Lupha		1
Lupia		1
Lupinus		1
Lupulus		1
Lupus		1
Lus		1
Luscinia		1
Lusciosus		1
Lustum		1
Lutatio		1
Lutea, Cirilus		1
Luteola		1
Lutra	1	1
Lutron	1	1
Lutum	1	1
Lux	1	1
Luxatio	15	22
Luxus	1	1
Lycanche	1	1
Lycanthropia	1	1
Lycaon	1	1
Lychni scabiosa		1
Lychni-scabiosa	1	
Lychnion	1	1
Lychnis	1	1
Lychnites	1	1
Lycium	1	1
Lycium indicum	1	
Lycoctonum	1	1
Lycoides	1	1
Lycoperdon	1	1
Lycopersicon	1	1
Lycopodioides	1	1
Lycopodium	1	1
Lycopsis	1	1
Lycopus	1	
Lygismos	1	1
Lygmos, Lynx	1	1
Lyma	1	1
Lyme	1	1
Lympha	1	1
Lymphae ductus, Lymphatica vasa		1
Lymphaeductus, Lymphatica vasa	1	
Lynceus	1	1
Lyncis lapis	1	1
Lyncourion	1	1
Lynx	1	1
Lyra	1	1
Lysimachia	1	1
Lysiponion	1	1
Lysis	1	1
Lyssa	1	1
Lyssodectos	1	1
Lyterios	1	
Lytherios		1
Lythron	1	1
Mabouja	1	1
Macaleb	1	1
Macandon	1	1
Macaxocotlifera	1	1
Macedonicus	1	1
Macedonisium semen	1	1
Macer	1	1
Maceratio	1	1
Macha	1	1
Macha-mona	1	1
Machaeria	1	1
Machaerion, Machaeris	1	
Machal	1	1
Machaon	1	1
Machina	1	1
Machis	1	1
Machlaerion		1
Macis	1	1
Macocki	1	1
Macocquer	1	1
Macouna	1	1
Macrauchen	1	1
Macrocephalus	1	1
Macrocosmus	1	1
Macrophysocephalus	1	1
Macropiper	1	1
Macropnus	1	1
Macula	1	1
Madagam	1	
Madaros	1	1
Madarosis	1	1
Madefactio	1	1
Madelcon	1	1
Madic	1	1
Madicum	1	1
Madisterion	1	1
Mador	1	1
Madrepora	1	1
Maemacylon		1
Maemacylon, Memacylon	1	
Maena	1	1
Magalaise		1
Magalaize	1	
Magdaleones	1	1
Magdaliae	1	1
Magdalides	1	1
Magis	1	1
Magisterium	1	1
Magistralis	1	1
Magistrantia	1	
Magistrantia, Imperatoria		1
Magma	1	1
Magna arteria	1	
Magna arteria, Aorta		1
Magnale	1	1
Magnes	1	1
Magnesia	1	2
Magneticus	1	1
Magnetinus	1	1
Magnolia	1	1
Magnus	1	1
Magorina	1	1
Magorreum	1	1
Magos	1	1
Magra	1	1
Magudaris	1	1
Maguei	1	1
Magus	1	1
Mahaleb	1	1
Maia	1	
Maia, Maea		1
Mail anschi	1	1
Mail elou		1
Major		1
Majorana	1	1
Mala	1	1
Mala-elengi	1	1
Malabathrinum	1	1
Malabathrum	1	1
Malache	1	1
Malachites	1	1
Malacia	1	1
Malacion	1	1
Malacodermos	1	1
Malacoides	1	1
Malacos	1	1
Malacticos	1	1
Malagma	1	1
Malagreta	1	1
Malakka-pela	1	1
Malandria	1	1
Malaviscus	1	1
Malazissatus	1	1
Male	1	1
Maler	1	1
Malicorium	1	1
Malignitas	1	1
Malinathalia	1	1
Mallam toddali		1
Mallam toddali. H. M.	1	
Malleabilitas	1	1
Malleamothe	1	1
Malleolus	1	1
Malleus	1	1
Malpighia	1	1
Malta	1	1
Maltha	1	1
Malthacodes	1	1
Malthacos	1	1
Malthacticos	1	1
Malthaxis	1	1
Maltheorum	1	1
Malthodes	1	1
Malum	1	1
Malus	3	1
Malva	1	2
Malvasia	1	1
Malvaviscum	1	1
Mamanga	1	
Mamanga frutex		1
Mamay	1	1
Mambu	1	1
Mamei	1	
Mamei, Mamay		1
Mamira	1	1
Mammae	2	3
Mammaria vasa	1	1
Mammifer processus		1
Mammiformes processus	1	
Mammoera mas	1	1
Manaca	1	1
Manati	1	1
Manbrux	1	
Mancanilla	1	1
Mancoron	1	1
Mancurana	1	1
Mandaru	1	1
Mandibulae lucii piscis	1	1
Mandihoca	1	1
Mandobi	1	1
Mandragora	1	1
Mandragoras	1	1
Mandragorites	1	1
Mandsjadi	1	1
Manga	1	1
Mangaiba	1	1
Manganese	1	1
Mangaratia	1	1
Mangas	1	1
Mangier-blance	1	
Mangle	1	
Mangle, Mangue		1
Mango	1	1
Mangostans	1	1
Mangouste		1
Mangouste, Mangouse	1	
Mangue, Mangle	1	1
Manheb	1	1
Mania	9	13
Manica	1	1
Manihot	1	2
Maniodes	1	1
Manipulus	1	1
Manjapumeram	1	1
Manna	6	7
Manobi	1	1
Mansorius	1	
Mansorius musculus		1
Mantichora	1	1
Mantile	1	1
Manucodiata	1	1
Manus	1	1
Manutigium	1	1
Manyl-rara	1	1
Manzizanion	1	1
Maon	1	1
Maracot	1	1
Maragosa	1	1
Maranda	1	1
Marasmodes	1	1
Marasmus	1	1
Maratatabiba	1	1
Marathrites	1	1
Marathrum	1	1
Maraugia	1	1
Marcasita	1	1
Marcellium	1	1
Marcellus Empyricus		1
Marcellus empiricus	1	
Marched	1	1
Marchionis	1	
Marchionis pulvis		1
Marciani antidotus		1
Marciaton	1	1
Marga		1
Margaritae	1	
Margaritae, Uniones		1
Marile	1	1
Maripendam	1	1
Maris	1	1
Marisca	1	1
Maritus	1	1
Marmarisgae	1	
Marmarygae		1
Marmelada	1	1
Marmelos	1	1
Marmor album	1	1
Marmoracea	1	
Marmoracea venena		1
Marmoraria, Marmolaria	1	1
Marmorata	1	
Marmorata aurium		1
Marmoreus	1	
Marmoreus tartarus		1
Marmota	1	1
Marocostinum	1	1
Marogus	1	1
Marotti		1
Marotti, H. M.	1	
Marrubiastrum	1	1
Marrubium	1	1
Mars	5	8
Marsipion	1	
Marsum, Mariscum vinum		1
Marsum, Marsicum vinum	1	
Marsupialis musculus	1	1
Marsupion		1
Martach or Martath	1	
Martach, Martath		1
Martagon	1	1
Martech	1	1
Martes	1	1
Martiani antidotus	1	
Martianum pomum	1	1
Martiatum unguentum	1	1
Martinia		1
Martynia	1	
Maru	1	1
Marullium	1	1
Marum	1	1
Mas		1
Masarandiba		1
Masarandiba pison	1	
Maschale	1	1
Maschalister	1	1
Masci	1	1
Masculinans		1
Masculinitas	1	1
Maseluc	1	1
Maslach	1	1
Masnaphii	1	
Maspeta	1	1
Massa	1	1
Massalioticon	1	1
Massalis	1	1
Masseter	1	1
Massicot	1	1
Massinilia	1	1
Massoy	1	1
Masthle		1
Masthle, Masthles	1	
Masticatio	1	1
Masticatorium	1	1
Mastiche	1	1
Mastichelaeon	1	1
Mastichina	1	1
Masticot	1	1
Mastieron	1	1
Mastoidaeus	1	
Mastoideus musculus		1
Mastos	1	1
Mastupratio, Manu stupratio		1
Mastupratio, Manustupratio	1	
Masucha	1	1
Matalista	1	1
Mater	1	1
Materiatura	1	
Materiatura, Morbi materiaturae		1
Mates	1	1
Mathedoram	1	1
Matorium	1	1
Matracium	1	1
Matricalia	1	1
Matricaria	1	1
Matrisyla, Caprifolium		1
Matrisylva	1	
Matrix	1	
Matrix, Uterus		1
Matronalis viola	1	1
Maturantia	1	1
Maturatio	1	1
Matzatli	1	1
Mauromarson	1	1
Mauz	1	1
Maxeinos	1	1
Maxilla	1	1
Maximus		1
Mays	1	1
Maza	1	1
Mazama	1	1
Mazion	1	1
Meatus	1	1
Mecapatli	1	1
Mecaxochitl	1	1
Mechanice	1	1
Mechoacanna		1
Mechoacanna alba	1	
Mecon	1	1
Meconium	1	1
Medea	1	1
Medena	1	1
Medi coctio	1	
Medi malagma	1	
Mediana vena	1	1
Mediastinum	1	1
Medica	1	1
Medicago	1	1
Medicamentosus lapis	1	1
Medicamentum	1	1
Medicina	1	1
Medicinales dies	1	1
Medicoctio		1
Medicon	1	1
Medicus	1	1
Medimalagma		1
Medimnus	1	1
Meditullium	1	1
Medium	1	1
Medo	1	1
Medulla	1	1
Meelcage	1	1
Meern	1	1
Megaleion	1	1
Megalosplanchnos	1	1
Mel	4	6
Melaina		1
Melaina nusos		1
Melampodium	1	1
Melampyrum	1	1
Melan pharmacon		1
Melanagoga	1	1
Melanchloros	1	1
Melancholia	1	1
Melanchrus		1
Melanderinos	1	1
Melandryum	1	1
Melanorrizon	1	1
Melanpsithia	1	1
Melanteria	1	1
Melanthelaeum	1	1
Melanthium	1	1
Melanurus	1	1
Melanzana	1	1
Melaones, Melones	1	1
Melaphroditos	1	1
Melas	1	1
Melasma	1	1
Melca	1	1
Mele	1	1
Meleagris	1	1
Melech	1	1
Meleguetta	1	1
Meleios	1	1
Meles, Melis, Melus, Melo, Melotus	1	1
Meleuken	1	1
Meli	1	1
Melia terra	1	1
Melianthus	1	1
Melias	1	1
Melica	1	1
Meliceria	1	1
Meliceriola	1	1
Meliceris	1	1
Melichroos	1	1
Melichros	1	1
Melicraton	1	1
Meliedes	1	1
Meligeion	1	1
Melilotus	1	2
Melimelum	1	1
Melinum	1	1
Melinum emplastrum	1	
Meliphyllon	1	1
Melissa	1	1
Melissochorton	1	1
Melissophyllon	1	1
Melitaea, Melitea terra	1	1
Melitera	1	1
Melitismos	1	1
Melitites	1	1
Melittoma	1	1
Melitzanium	1	1
Mellago	1	1
Mellifavium	1	
Mellisodium	1	1
Melo	1	1
Melocactus	1	1
Melocarduus	1	
Melocarduus, Melocactus		1
Melocarpus	1	1
Melochia	1	1
Melochites	1	
Melochites, Armenus lapis		1
Melocorcopali	1	1
Melocotonea	1	1
Melomeli	1	1
Melon	1	1
Melongena	1	
Melongena.Mepopepo		1
Melopepo	1	
Meloplacus	1	1
Melosi	1	1
Melosis	1	1
Melotis	1	1
Melusi	1	1
Membrana	1	1
Membranosus musculus	1	1
Membrum	1	1
Memigmenon	1	1
Memitha	1	1
Memphites lapis	1	1
Memycylon	1	
Memycylon, Arbutus		1
Menagetae	1	1
Menagogus	1	1
Mendesium	1	1
Mendoni	1	1
Mendosa sutura	1	1
Mendosae costae	1	1
Meningophylax	1	1
Meninx	1	1
Menispermum	1	1
Mens	1	1
Menses	2	3
Mensis	1	
Mensis philosophicus		1
Menstrua	1	1
Menstruatio	1	1
Menstruum	12	18
Mensura	1	1
Mentagra	1	1
Mentha	2	2
Menthastrum	1	1
Mentulagra	1	1
Mentum	1	1
Mentzelia	1	1
Menyanthes	1	1
Meonemeron		1
Mephitis	4	5
Mercurialis	1	2
Mercurius	6	20
Mercurius vitae	8	
Merdasengi	1	1
Mergen	1	1
Mergus	1	1
Mericos	1	1
Merita terra	1	1
Merlangius	1	1
Merlucius	1	1
Merops	1	1
Merula	1	1
Mesaraeon	1	1
Mesel, Mosel	1	1
Mesemar	1	1
Mesenterium	2	2
Mesera	1	1
Mesereon	1	1
Mesianum	1	1
Mesire	1	1
Mesnaphii confectio		1
Mesocolon	1	1
Mesoglossi	1	1
Mesomeria	1	1
Mesomphalion	1	1
Mesophryon	1	1
Mesopleurios	1	1
Mesopotamenon	1	1
Mespilus	1	1
Mesquite	1	1
Messalinae dentifricium	1	1
Mest	1	1
Mesue	1	1
Metabasis	1	1
Metabole	1	1
Metacarpius	1	1
Metacarpus, Metacarpion	1	1
Metacerasma	1	1
Metachoresis	1	1
Metacinema	1	1
Metacondyli	1	1
Metallage	1	1
Metallum	1	1
Metallurgia	1	1
Metallus	1	1
Metapedium	1	1
Metaphrenon	1	1
Metaporopoeia		1
Metaporopoela, Metaporopoiesis	1	
Metaptosis	1	1
Metastasis	1	1
Metasyncrisis	1	1
Metatarsius	1	1
Metatarsus	1	1
Metathesis	1	1
Metaxa	1	1
Metel	1	1
Meteoros	1	1
Methemerinos	1	1
Methodica secta	1	1
Methonica	1	1
Metl	1	1
Metopion	1	1
Metopon	1	1
Metra	1	1
Metrenchyta	1	1
Metrenchytes	1	1
Metretes	1	1
Metrocelides	1	1
Metroproptosis	1	1
Meum	1	1
Mevium	1	1
Mezereon	1	1
Miasma	1	1
Micha, Michach	1	1
Michaelis Angeli antidotus		1
Michaelis angeli antidotus	1	
Micleta antidotus	1	1
Microcosmetor	1	1
Microcosmos	1	1
Microleuconymphaea	1	1
Micronymphaea	1	1
Microsphyctos	1	1
Mictio, Mictus	1	1
Midyon	1	1
Miencaphetites	1	1
Mifres	1	1
Migambe	1	1
Migrana	1	1
Milax	1	1
Milesius	1	1
Miliaris febris	5	7
Miliarium	1	1
Miliolum	1	1
Militaris herba	1	1
Milium	1	1
Millefolium	1	1
Millegrana major	1	1
Millepedes	1	1
Milleria	1	1
Millifavium		1
Milphosis	1	1
Miltos	1	1
Milvus	1	1
Milzadella	1	1
Mimosa	1	1
Mina	1	1
Minari	1	1
Minea	1	1
Minera	1	1
Mineralia	1	1
Minister	1	1
Minium	1	1
Minoratio	1	1
Minuta	1	1
Minyanthes	1	1
Mippi	1	1
Mirabilis	1	1
Mirabilis peruviana	1	1
Miracaiba	1	1
Mirach	1	1
Miriti	1	1
Mirmidones	1	1
Misadir, Mixadir	1	1
Misanthropia	1	1
Misce	1	1
Miscerassi	1	1
Miserere mei	1	1
Mismar	1	1
Misoptochos	1	1
Missa	1	1
Missadan	1	1
Missio	1	
Missio sanguinis		1
Misy	1	1
Mitella	1	1
Mithridatium	1	1
Mitrales valvulae	1	1
Miva	1	1
Mixaithrion, Mixaithria	1	1
Mixopyos	1	1
Mixquitl	1	1
Mixtura simplex	1	1
Mixtura tubularis	1	1
Mna	1	1
Mnasaei	1	
Mnasaeipharmacon		1
Mneme	1	1
Mnemecephalicum	1	
Mnemecephalicum balsamum		1
Mnium	1	
Mochlia	1	1
Mochlica	1	1
Mochus	1	1
Modagam		1
Moderni	1	1
Modiolus	1	1
Modius	1	1
Modus	1	
Mogilalia	1	1
Mogori flores	1	1
Mola	1	1
Molaris lapis	1	1
Moldavica	1	1
Molendesis	1	1
Molga	1	1
Molibato	1	1
Molle	1	1
Mollificatio	1	
Mollucca	1	
Mollugo	1	1
Moloch	1	1
Molochine	1	1
Molon	1	1
Molops	1	1
Molucca	1	1
Moluccana	1	1
Moly	1	1
Molybdaena	1	
Molybdoeides	1	1
Molybdoena		1
Molybdos	1	1
Molyza	1	1
Momiscus	1	1
Momordica	1	1
Monae	1	1
Monas	1	1
Monbin	1	1
Monedula	1	1
Monembasiaticum	1	1
Monemeron	1	
Moneres	1	1
Monoceros	1	
Monoceros.Monocolon		1
Monocolon	1	1
Monoemeros	1	1
Monomachon	1	1
Monomelum	1	1
Mononycha	1	1
Monopagia, Monopegia	1	1
Monophyllon	1	1
Monorchis	1	1
Monosermalthaea		1
Monositia	1	1
Monospermalthaea	1	
Mons veneris	1	1
Montia	1	1
Montifringilla	1	1
Monycha	1	
Monycha animalia		1
Mora	1	1
Morbilli	1	2
