Angelina zanoni acostae	0
Angelocalos	0
Angelus	0
Angelyn	0
Angi	0
Angiglossi	0
Angina	19
Angiospermos	0
Anglicus sudor	0
Angolam, H. M.	0
Angor	0
Angos	0
Angsana	0
Anguilla	0
Anguis	1
Anguium senecta	0
Anguli oculi	0
Anguria	0
Angustia	0
Anhaldinum	0
Anhaltina remedia	0
Anhaltinus	0
Anhelatio, Anhelitus	0
Anhima	0
Anhuiba	0
Aniada	0
Aniaday	0
Aniadon, Aniadum, Aniadus	0
Aniceton	1
Anidros	0
Anidrosis	0
Anidroti	0
Anil	0
Animal	1
Animal bezoarticum Orientale	0
Animal bezoarticum Occidentale	0
Animal moschiferum	0
Animal zibethicum	0
Animalcula	3
Animalis facultas, Virtus	0
Animalis motus	0
Animalis spritus	0
Animatio	0
Anime	0
Animellae	0
Animi & Animae deliquium	0
Animi pathemata	0
Animus	2
Aninga-Iba	0
Aninga	1
Aninga peri	0
Aniscalptor	0
Anisos	0
Anisosthenes	0
Anisotachys	0
Anisum	0
Anisatum	0
Annetestes	0
Annora	0
Annotatio	1
Annuentes musculi	0
Annuitio	0
Annularis cartilago	0
Annularis digitus	0
Annularis vena	0
Annulus	0
Annus	0
Ano	0
Anocheilon	0
Anodia	0
Anodina	0
Anodmon	0
Anodon	0
Anodus	0
Anodyna	0
Anodynia	0
Anodynum minerale	0
Anoea	0
Anomalia, Anomalus	0
Anomoeomeres	0
Anomoeos	0
Anomphalos	0
Anona	0
Anonis	0
Anontagius	0
Anonymos	0
Anora	0
Anorchides	0
Anorexia	0
Anorgismenon	0
Anosia	0
Anotasier	0
Anothen	0
Anser	0
Anserina	0
Ansjeli	0
Antachates	0
Antacida	0
Antagonista	0
Antalgicus	0
Antalium	0
Antaphrodisiacos	0
Antaphroditica	0
Antapodosies	0
Antarthriticum	0
Antasthmatica	0
Antatrophon	0
Antecedens	0
Antelabia	0
Antemballomenos	0
Antembasis	0
Antemetica	0
Antendeixis	0
Anteneasmus, Anteneasmum	0
Antephialticus	0
Antepileptica	0
Anteprima materia	0
Antera	0
Antereisis	0
Anterit	0
Anteros	0
Anthedon	0
Anthelix	0
Anthelminthica	0
Anthemis	0
Anthera	0
Antherae	0
Anthereon	0
Anthericos	0
Antheron	0
Antherophyllus, Anthophyllus	0
Anthia	0
Anthines, Anthinos	0
Anthonor	0
Anthora	0
Anthos	1
Anthosmias	0
Anthous	0
Anthracia, Anthracosis, Anthrax	0
Anthracites	0
Anthriscus	0
Anthrope	0
Anthropologia	0
Anthropometria	0
Anthropomorphos	0
Anthroposophia	0
Anthyllis	0
Anthypnotica	0
Anthypochondriaca	0
Anthysterica	0
Antiades	0
Antiagri	0
Antiarthritica	0
Antiballomena	0
Anticachectica	0
Anticadmia	0
Anticar	0
Anticardium	0
Anticatarrhalis	0
Anticausoticus	0
Anticheir	0
Anticipans	0
Anticnemion	0
Anticolica	0
Anticontosis	0
Antidinica	0
Antidotarium	0
Antidotus, Antidotum	0
Antidysenterica	0
Antifebrile	0
Antifides	0
Antigoni collyrium nigrum	0
Antihectica	0
Antihecticum poterii	0
Antilepsis	0
Antilobium	0
Antilogia	0
Antiloimica	0
Antilopus	0
Antilyssus	0
Antimonium	29
Antimonius lapis	0
Antimoros	0
Antinephritica	0
Antiochi hiera	0
Antiochi theriaca	1
Antiparalytica	0
Antipathes	0
Antipathia	0
Antipatri theriaca	0
Antiperistasis	0
Antipharmacum	0
Antiphthisica	0
Antiphthora	0
Antiphysica	0
Antiphyson	0
Antipleuriticum	0
Antipodagrica	0
Antipraxia	0
Antipyreton	0
Antipyreuticon, Antipyreticon	0
Antiquartanarium antiquartium	0
Antiqui morbi	0
Antirrhinum	1
Antirrhope, Antirrhopie	0
Antiscolica	0
Antiscorbutica	0
Antiscorodon	0
Antisecosis	0
Antispasis	0
Antispasmodicum	0
Antispasticon	0
Antispoda	0
Antistathmesis	0
Antisterigma	0
Antisternon	0
Antitasis	0
Antithenar	0
Antithora	0
Antitragus	0
Antitypus	0
Antivenerea	0
Antonii sancti ignis	0
Antonius musa	0
Antophyllon, Antophyllus	0
Antriscus	1
Antrum buccinosum	0
Antylion	0
Antyllus, Antillus	0
Anucar	0
Anus	13
Anxietas	0
Anyadei	0
Anydria	0
Anydron	0
Anyperbletos	0
Anypeuthyna	0
Anystos	0
Aochlesia	0
Aocnia	0
Aoncon	0
Aorgesia	0
Aornos	0
Aorta	0
Aortra	0
Aovara	0
Apagma	0
Apallage	0
Apanchomenoi	0
Apantesis	0
Apanthismus	0
Apanthropiai	0
Apanticry	0
Aparachytum vinum	0
Aparaqua	0
Aparasceuasia	0
Aparegoretos	0
Aparine	1
Apartes	0
Aparthrosis	0
Aparti, Apartios	0
Apartisis	0
Apateones	0
Apathes	0
Apathia	0
Apechema	0
Apeiba	0
Apeiroi	0
Apeitheumena	0
Apella	0
Apellides	0
Apempolesis	0
Apen	0
Apenes	0
Apensalus	0
Apepsia	0
Apepton	0
Aper	0
Aperientia	0
Aperistaton	0
Aperittos	0
Apertus	0
Apes	0
Apeuthysmenos	0
Aphaca	1
Aphaeresis	0
Aphanismos	0
Aphassomenos	0
Aphebrioc	0
Aphelia	0
Aphelicesteros	0
Aphepsema	0
Aphesis	0
Aphilanthropia	0
Aphlegmanton	0
Aphodos	0
Aphonia	3
Aphoretos	0
Aphorismus	0
Aphorme	0
Aphrainon	0
Aphrodes	0
Aphrodisia, Aphrodisiasmus	0
Aphrodisia	0
Aphrodisiasticon clidion	0
Aphrodisius morbus	0
Aphroditarium	0
Aphrogala	0
Aphron	0
Aphronitrum, Aphrolitrum	0
Aphros	0
Aphroselenos	0
Aphrosyne	0
Aphthae	3
Aphthartos	0
Aphya, Apua	0
Aphyllanthes	0
Aphyllantes Anguillarae	0
Aphyllantes monspel	0
Aphysos	0
Aphytacores	0
Apiastrum	0
Apices	0
Apiites	0
Apinel	0
Apios	0
Apis	0
Apites, Apites vinum	0
Apium	2
Aplestia	0
Apleuros	0
Aplytos	0
Apneusti	0
Apnoea	0
Apobaenon	0
Apobamma	0
Apobrasma	0
Apobregma	0
Apocapnismus	0
