cote	entry	grec
_27898	Fermentescent	
_27898	Féron	
_27898	Feronie	
_27898	Ferrarie	
_27898	Ferrières	
_27898	Ferripyrine, Ferropyrine	
_27898	Ferropyrine	
_27898	Ferroso-ferrique	
_27898	Ferrugineux	
_27898	Festination	
_27898	Feuillées	
_27898	Feurs	
_27898	Févier	
_27898	Févisme	
_27898	Fez	
_27898	Fibre-axe	
_27898	Fibrillaire	
_27898	Fibrin-ferment	
_27898	Fibrino-diagnostic	
_27898	Fibrino-plastique	
_27898	Fibroïde	
_27898	Fibro-myome	
_27898	Fibro-myxome	
_27898	Ficarine	
_27898	Ficarique	
_27898	Fideris	
_27898	Fiestel	
_27898	Filaridés	
_27898	Filariose	
_27898	Filasse	
_27898	Filetta	
_27898	Filey	
_27898	Filicine	
_27898	Filicique	
_27898	Filicitannique	
_27898	Filière	
_27898	Filipovicz	
_27898	Filum	
_27898	Fimbria	
_27898	Finesse	
_27898	Fisétine	
_27898	Fistuline	
_27898	Fitero	
_27898	Fixateur	
_27898	Flabellé	
_27898	Flacourtie	
_27898	Flagellés	
_27898	Flambe	
_27898	Flanelle	
_27898	Flasch	
_27898	Flattnitz	
_27898	Flavérie	
_27898	Flemming	
_27898	Flindt	
_27898	Flinsberg	
_27898	Flint-glass	
_27898	Florida	
_27898	Florins-Saint-André	
_27898	Flot	
_27898	Flue	
_27898	Fluidifiants	
_27898	Fluorescéine	
_27898	Fluorescine	
_27898	Fluoroforme	
_27898	Fluorol	
_27898	Fluoroscopie	
_27898	Fluosel	
_27898	Fluosilicate	
_27898	Fluoxysel	
_27898	Fochier	
_27898	Fœniculum	
_27898	Foirole	
_27898	Folliclis	
_27898	Foncaude	
_27898	Foncirgue	
_27898	Fondants	
_27898	Fonfrède	
_27898	Fonga	
_27898	Fonsange	
_27898	Fontainea pancheri	
_27898	Fontaine-Bonneleau	
_27898	Fontaneilles	
_27898	Fontanes	
_27898	Fontaneyre	
_27898	Fontenelle	
_27898	Fontenelles	
_27898	Font-Santa de San-Pedro-de-Torello	
_27898	Foramina	
_27898	Forbach	
_27898	Forceps-scie	
_27898	Forceral	
_27898	Forcipressure	
_27898	Fordongianus	
_27898	Forges-les-Bains, Forges-sur-Brus	
_27898	Forges-les-Eaux	
_27898	Formaldéhyde	
_27898	Formol	
_27898	Formylène	
_27898	Fornix	
_27898	Fort	
_27898	Fortoïne	
_27898	Fortuna	
_27898	Fortyogo	
_27898	Fothergill	
_27898	Fouilloux	
_27898	Four	
_27898	Fournier	
_27898	Fovea centralis	
_27898	Fractionné	
_27898	Fragrant	
_27898	Frailles	
_27898	Framboisier	
_27898	Francfort-sur-le-Main	
_27898	Francfort-sur-l’Oder	
_27898	Franciscea uniflora	
_27898	François-Joseph	
_27898	Frankenhausen	
_27898	Frankfort Springs	
_27898	Franklinisation	
_27898	Franz-Joseph-Bitterquelle	
_27898	Franzensbad	
_27898	Frasera	
_27898	Fraxétine	
_27898	Fraxine	
_27898	Frederick Muller	
_27898	Freienwalde	
_27898	Frelon	
_27898	French Lick Springs	
_27898	Fréquence	
_27898	Freyersbach	
_27898	Friedländer	
_27898	Friedreich	
_27898	Friedrichshall	
_27898	Frigothérapie	
_27898	Froelich	
_27898	Froidure	
_27898	Fromager	
_27898	Fronde	σφενδόνη
_27898	Front	μέτωπον
_27898	Frontal	
_27898	Fuchsia	
_27898	Fucine	
_27898	Fuencaliente	
_27898	Fuensenta de Lorca	
_27898	Fuente-Alamo	
_27898	Fuente-Amargosa	
_27898	Fuente-Podrida	
_27898	Fuente-Santa de Gayangos	
_27898	Fulgurant	
_27898	Fuligine	
_27898	Fuliginosite	
_27898	Fuller	
_27898	Fulmicoton	
_27898	Fumades	
_27898	Fumaria	
_27898	Funiculus	
_27898	Fured	
_27898	Furfur	
_27898	Furonculose	
_27898	Fuseau	
_27898	Fusocellulaire	
_27898	Fustel, Fustet	
_27898	Fy	
_27898	Gabian	
_27898	Gadara	
_27898	Gadidés, Gadoïdes	
_27898	Gadinière	
_27898	Gadinine	
_27898	Gadinique	
_27898	Gaïacol	
_27898	Gaïacyl	
_27898	Gaiakinol	
_27898	Gaïol	
_27898	Gais	
_27898	Galactagogues	
_27898	Galactodendron	
_27898	Galactogènes	
_27898	Galactophore	
_27898	Galactophores	
_27898	Galactophtisie	
_27898	Galactopoétioue, Galactopoiétique	
_27898	Galactorrhéique	
_27898	Galanthine	
_27898	Galeati	
_27898	Galenique	
_27898	Galéode	
_27898	Galéopside	
_27898	Galera	
_27898	Galeux	
_27898	Galiotte	
_27898	Galipea	
_27898	Galium	
_27898	Gallacétophénone	
_27898	Gallanol	
_27898	Galleraje	
_27898	Gallicine	
_27898	Gallium	
_27898	Gallobromol	
_27898	Gallo-tannique	
_27898	Gallulmique	
_27898	Galton	
_27898	Galvanocautère	
_27898	Galvanofaradisation	
_27898	Galvanoscopie	
_27898	Galvanoscopique	
_27898	Galvanotherapie	
_27898	Galvanotropisme	
_27898	Gamarde	
_27898	Gambodique	
_27898	Gamète	
_27898	Gandesa	
_27898	Ganglhte	
_27898	Gangreneux	
_27898	Garapatte	
_27898	Garcinia	
_27898	Garde-malade	
_27898	Garde-robe	
_27898	Gardone-Riviera	
_27898	Garris	
_27898	Gassérite	
_27898	Gastein	
_27898	Gastrectasie	
_27898	Gastrectomie	
_27898	Gastrobrosie	
_27898	Gastrocnémien	
_27898	Gastro-diaphanie	
_27898	Gastrodidyme	
_27898	Gastro-disque	
_27898	Gastro-entérostomie	
_27898	Gastro-hystéropexie, Gastro-hystérorrhaphie, Gastro-hystérosynaphie	
_27898	Gastroplastie	
_27898	Gastroplégie	
_27898	Gastroplication	
_27898	Gastroptose	
_27898	Gastrorragie	
_27898	Gastrorraphie, Gastroraph	
_27898	Gastroscopie	
_27898	Gastrostomie	
_27898	Gastro-succorrhée	
_27898	Gastroxie	
_27898	Gastroxynsis	
_27898	Gastrula	
_27898	Gâteau	
_27898	Gâtisme	
_27898	Gaucher	
_27898	Gauthersbad	
_27898	Gava	
_27898	Gavage	
_27898	Gaveur	
_27898	Gaviria	
_27898	Gaze	
_27898	Gazo-injecteur	
_27898	Gazost	
_27898	Gebangan	
_27898	Geilnau	
_27898	Géissine	
_27898	Géissospermine	
_27898	Géissospermum	
_27898	Géléine	
_27898	Gelidium	
_27898	Gelsemine	
_27898	Gelsémique	
_27898	Gélule	
_27898	Gelure	
_27898	Gémellité	
_27898	Gémisseur	
_27898	Gendarussa	
_27898	Générescence	
_27898	Générescent	
_27898	Générescible	
_27898	Genestrolle	
_27898	Genet	
_27898	Gèni	
_27898	Cénitalité	
_27898	Génito, Crural	
_27898	Genouillère	
_27898	Gentianéine	
_27898	Gentianine	
_27898	Gentianique	
_27898	Gentiogénin	
_27898	Gentiopicrin	
_27898	Gentio-tannique	
_27898	Gentisique	
_27898	Génu-cubital	
_27898	Génu-pectoral	
_27898	Genu recurvatum	
_27898	Genu valgum	
_27898	Genu varum	
_27898	Geoffroyine	
_27898	Géophage	
_27898	Géophile	
_27898	Géorgie	
_27898	Géotactique	
_27898	Géotaxie	
_27898	Geotropisme	
_27898	Géraine	
_27898	Gérardmer	
_27898	Gerez	
_27898	Gerhardt	
_27898	Gerlach	
_27898	Gerlier	
_27898	Germ	
_27898	Germement	
_27898	Germiducte	
_27898	Germigène	
_27898	Geroldsgrun	
_27898	Géromorphisme	
_27898	Gersau	
_27898	Gersuny	
_27898	Gettysburg-Springs	
_27898	Geyser	
_27898	Gianuzzi	
_27898	Gibert	
_27898	Giesshubl-Pughstein	
_27898	Gigantorhynque	
_27898	Gigerl	
_27898	Gigonza	
_27898	Gillenie	
_27898	Gillénin	
_27898	Gilles de la Tourette	
_27898	Gill Wylie	
_27898	Gilsland	
_27898	Gimbernat	
_27898	Gimeaux	
_27898	Gingko	
_27898	Gingkosique	
_27898	Ginklosé	
_27898	Ginoles	
_27898	Gira, Umon	
_27898	Giving way of the legs	
_27898	Glaciale	
_27898	Glacière	
_27898	Glaine-Montaigut	
_27898	Glaswolle	
_27898	Glauberite	
_27898	Glaucescent	
_27898	Gleen Springs	
_27898	Gleichenberg	
_27898	Gleissen	
_27898	Gleisweiler	
_27898	Glénard	
_27898	Glette	
_27898	Gley	
_27898	Gliosarcome	
_27898	Glissement	
_27898	Globocellulaire	
_27898	Globone	
_27898	Globularétine	
_27898	Globularine	
_27898	Globularirésine	
_27898	Globuleux	
_27898	Globulimètre	
_27898	Globulinurie	
_27898	Globus pallidus	
_27898	Glomérulite, Glomérulo-néphrite	
_27898	Glorianes	
_27898	Glossodynie	
_27898	Glosso-labio-laryngé	
_27898	Glossophytie	
_27898	Glouglou	
_27898	Glucoside	
_27898	Glutol	
_27898	Glycémie	
_27898	Glycéré	
_27898	Glycéro-extrait	
_27898	Glycérolé	
_27898	Glycérophosphate	
_27898	Glycogenése	
_27898	Glycolamine	
_27898	Glycolurique	
_27898	Glycolyse	
_27898	Glycolytique	
_27898	Glyconine	
_27898	Glycyrrhétine	
_27898	Glycyrrhiza	
_27898	Gmelin	
_27898	Gmund	
_27898	Gnaphale	
_27898	Gnathalgie	
_27898	Gnathostome	
_27898	Gnathostomidés	
_27898	Gnatorragie	
_27898	Gnetum	
_27898	Godelheim	
_27898	Godelier	
_27898	Godesberg	
_27898	Gœbersdorf	
_27898	Gcerz	
_27898	Goémon	
_27898	Gohier	
_27898	Goitre	
_27898	Goitreux	
_27898	Golaise	
_27898	Goldbach	
_27898	Goldberg	
_27898	Golgi	
_27898	Golia-pristane	
_27898	Goll	
_27898	Goménol	
_27898	Gomme-gutte	
_27898	Gommeline	
_27898	Gomme-résine	
_27898	Gommo-résineux	
_27898	Goniometrie	
_27898	Gonion	
_27898	Gonochorise, Gonochorisme	
_27898	Gonococcie	
_27898	Gonocoque	
_27898	Gonohémie	
_27898	Gonten	
_27898	Gonzalo-aloés	
_27898	Goppingen	
_27898	Gorbio	
_27898	Gordiacés	
_27898	Gordius	
_27898	Gortwa-Kisfalu	
_27898	Goschwitz	
_27898	Gossypium	
_27898	Gourd	
_27898	Gourde	
_27898	Gournay-en-Bray	
_27898	Gourou	
_27898	Gousset	
_27898	Gowers	
_27898	Goyrand	
_27898	Graena	
_27898	Gram	
_27898	Gramat	
_27898	Gran	
_27898	Grancher	
_27898	Grandeyrol	
_27898	Grandjean	
_27898	Grandrif	
_27898	Grandry	
_27898	Granulozyme	
_27898	Graphologie	
_27898	Graphorrhée	
_27898	Gras	
_27898	Grasse	
_27898	Gratiolacrine	
_27898	Gratiolétine	
_27898	Gratiolirétine	
_27898	Gratiosolétine	
_27898	Gratiosoline	
_27898	Gratiosolirétine	
_27898	Graux-féréol	
_27898	Gravalos	
_27898	Graveleux	
_27898	Gravel-root	
_27898	Gravido-cardiaque	
_27898	Graville	
_27898	Greifswald	
_27898	Grenu	
_27898	Gréoulx	
_27898	Gries	
_27898	Griesbach	
_27898	Griffon	
_27898	Grillet	
_27898	Grincement	
_27898	Grindelia	
_27898	Grindelwald	
_27898	Grippé	
_27898	Grippement	
_27898	Gros	δραχμή
_27898	Groseillier	
_27898	Gross-Albersthofen	
_27898	Gross-Wardein	
_27898	Gross-Wunitz	
_27898	Groupe	
_27898	Grua	
_27898	Gruben	
_27898	Gruby	
_27898	Grutum	
_27898	Guagno	
_27898	Guaïamar	
_27898	Guaiaquine	
_27898	Guanadine	
_27898	Guaranauva	
_27898	Guardia Vieja	
_27898	Guare, Marinheiro	
_27898	Gubler	
_27898	Guéde	
_27898	Guénéau de Mussy	
_27898	Guérin	
_27898	Guérin	
_27898	Guéthol	
_27898	Guibertes, Les	
_27898	Gujbourtia	
_27898	Guigne, Guignier	
_27898	Guilandina	
_27898	Guillon	
_27898	Guitera	
_27898	Gujasanol	
_27898	Gummate	
_27898	Gummique	
_27898	Gunjah	
_27898	Gunnera	
_27898	Gunnérées	
_27898	Gurgunique	
_27898	Gurjun, Gurgun	
_27898	Gurnigel	
_27898	Guthrie	
_27898	Guyaquilite	
_27898	Guyon	
_27898	Gymnase	
_27898	Gymnocladus	
_27898	Gynatrésie	
_27898	Gynécomastie	
_27898	Gynécophobie	
_27898	Gynocardia	
_27898	Gynocardique	
_27898	Gyrgol	
_27898	Gyrophorique	
_27898	Gyrus	
_27898	Habenula	
_27898	Hæmadipsa	
_27898	Hæmatoxylon	
_27898	Hæmenteria	
_27898	Hagedorn	
_27898	Hagénia	
_27898	Hahnemann	
_27898	Haideck	
_27898	Haj-Stubna	
_27898	Haletant	
_27898	Halistérique	
_27898	Hall	
_27898	Halle	
_27898	Halleck, Spring	
_27898	Hallopeau	
_27898	Hallus valgus	
_27898	Hallus varus	
_27898	Halurgie	
_27898	Hamamélide	
_27898	Hamma	
_27898	Hammam	
_27898	Hamkam-Aida	
_27898	Hammam-Anegned	
_27898	Hammam-Berda	
_27898	Hammam-Boughara	
_27898	Hammam-Mélouane	
_27898	Hammam-Meskoutin	
_27898	Hammam-Rirha	
_27898	Hammam-Seynour	
_27898	Hammond	
_27898	Hamptead	
_27898	Hamulus	
_27898	Hancornia	
_27898	Hannarada	
_27898	Hanot	
_27898	Hansen	
_27898	Haphalgésie	
_27898	Haptophore	
_27898	Harder	
_27898	Haricocèle	
_27898	Harkany	
_27898	Harley	
_27898	Harmel	
_27898	Haro	
_27898	Harrowgate	
_27898	Hartmann	
_27898	Hartzburg	
_27898	Hassall	
_27898	Hauterive	
_27898	Hauteville	
_27898	Hay	
_27898	Hayem (Georges)	
_27898	Healing Spring	
_27898	Hébéphrénie	
_27898	Hebra	
_27898	Hécatéromère	
_27898	Hechingen	
_27898	Heckinghausen	
_27898	Hédéra	
_27898	Hédonal	
_27898	Hédra	
_27898	Hédrocèle	
_27898	Hedwigia	
_27898	Hedyosmum	
_27898	Hegar	
_27898	Heiden	
_27898	Heidenhain	
_27898	Heilbrunn	
_27898	Heilstein	
_27898	Heim	
_27898	Heinecke	
_27898	Heinrich	
_27898	Helcopode	
_27898	Hélicopode	
_27898	Héliothérapie	
_27898	Helium	
_27898	Helléborine	
_27898	Hélouan	
_27898	Hémaphéisme	
_27898	Hémarthrose	
_27898	Hémataéromètre	
_27898	Hématangiosarcome	
_27898	Hematéaté	
_27898	Hématimètre	
_27898	Hématimétrie	
_27898	Hématoblaste	
_27898	Hématochroine	
_27898	Hématocolpos	
_27898	Hématocrite	
_27898	Hématogène	
_27898	Hematographie	
_27898	Hématoine	
_27898	Hématoline	
_27898	Hématolyse	
_27898	Hématomètre	
_27898	Hématométrie	
_27898	Hématonéphrose	
_27898	Hématophobie	
_27898	Hematopoèse, Hématopoïèse	
_27898	Hématoporphyrine	
_27898	Hématoporphyrinurie	
_27898	Hématorrachis	
_27898	Hématosalpinx	
_27898	Hématoscope	
_27898	Hematozymose	
_27898	Hematurése	
_27898	Hémautographe	
_27898	Hémiacéphale	
_27898	Hémianesthésie	
_27898	Hémianopsie	
_27898	Hémianosmie	
_27898	Hémiarthrose	
_27898	Hémiasynergie	
_27898	Hémiathétose	
_27898	Hémiatrophie	
_27898	Hémicéphale	
_27898	Hémiclonie	
_27898	Hémiglossite	
_27898	Hémimimie	
_27898	Hemipage	
_27898	Hemipeptone	
_27898	Hemiplegique	
_27898	Hémispasme	
_27898	Hémisphérique	
_27898	Hémisystolie	
_27898	Hémochromatose	
_27898	Hémochromométrie	
_27898	Hémocytomètre	
_27898	Hémodiagnostic	
_27898	Hémodromique	
_27898	Hémodromographe	
_27898	Hémofuscine	
_27898	Hémogallol	
_27898	Hémoglobinhémie	
_27898	Hémoglobinurie	
_27898	Hémoglobinurique	
_27898	Hémographion	
_27898	Hémol	
_27898	Hémolyse	
_27898	Hémolytique	
_27898	Hémophtalmie	
_27898	Hémopiésique	
_27898	Hémopis	
_27898	Hémopronostic	
_27898	Hémoptoïque	
_27898	Hémorragie	αἱμοῤῥαγία
_27898	Hémorragipare, Hémorragiphore	
_27898	Hémorragique	
_27898	Hemorraphilie, Hémorragophilie	
_27898	Hémorrhoidrose	
_27898	Hémorroidaire	
_27898	Hémorroïdal	
_27898	Hémorroïdes	αἱμοῤῥοῒς
_27898	Hémosialémèse	
_27898	Hémosidérine	
_27898	Hemospasique	
_27898	Hémosporidies	
_27898	Hémostatiques	
_27898	Hémotexie	
_27898	Hémothérapie	
_27898	Henle	
_27898	Hennequin	
_27898	Henoch	
_27898	Hensen	
_27898	Hépatalgique	
_27898	Hépatectomie	
_27898	Hépaticostomie	
_27898	Hépatisme	
_27898	Hépatopathie	
_27898	Hépatopexie	
_27898	Hépatoptose	
_27898	Hépatorragie	
_27898	Héphestiorraphie	
_27898	Heppingen	
_27898	Heptachromique	
_27898	Heracleum	
_27898	Herculesbad	
_27898	Hérédo-syphilis	
_27898	Heritzheim	
_27898	Herlein	
_27898	Hermétisme	
_27898	Hermida	
_27898	Hermione	
_27898	Hermophényl	
_27898	Herniarine	
_27898	Hernieux	
_27898	Héroïne	
_27898	Herpétide	
_27898	Herpetiforme	
_27898	Herpetomonas	
_27898	Herrgott	
_27898	Hersage	
_27898	Herse	
_27898	Hertzien	
_27898	Hespérétine	
_27898	Hespérétique	
_27898	Hervideros del Emperador	
_27898	Hervideros de Fontillesca	
_27898	Hervideros y el Villar del Pozzo	
_27898	Hesselbach	
_27898	Hétérochroique	
_27898	Hétérochromie	
_27898	Héterocrasique	
_27898	Hetérodyme	
_27898	Hetéroglauque	
_27898	Hétéromère	
_27898	Hétéronyme	
_27898	Hetéropathique	
_27898	Heterophlegmasique	
_27898	Hétérophrasie	
_27898	Hétérophtalme	
_27898	Hétérophtalmie	
_27898	Hétérophyé	έτεροφυής
_27898	Hétocrésol	
_27898	Hétol	
_27898	Heustrich	
_27898	Hevea	
_27898	Hidrocystome	
_27898	Hidromancie	
_27898	Hidrorrhée	
_27898	Hidrorrhéique	
_27898	Hidrosadénite	
_27898	Hildegarde-Brunnen	
_27898	Hilden	
_27898	Hildenbrand	
_27898	Milon	
_27898	Hippocrépide	
_27898	Hirschprung	
_27898	Hirsutie	
_27898	Hirudo	
_27898	Histioïde	
_27898	Histodialyse	
_27898	Histolyse, Histolysie	
_27898	Histophysiologie	
_27898	Histopoièse, Histopoèse	
_27898	Histri, Isme	
_27898	Hoang-nan	
_27898	Hochet	
_27898	Hodgkin	
_27898	Hodgson	
_27898	Hoffa	
_27898	Hohenhonnef	
_27898	Holländer	
_27898	Holoblastique	
_27898	Holocaïne	
_27898	Holocrine	
_27898	Holopathie	
_27898	Holopathique	
_27898	Holston-Springs	
_27898	Holzinger	
_27898	Hombourg	
_27898	Homicide	
_27898	Homochrone	
_27898	Homocinchonidine	
_27898	Homceoethnie	
_27898	Homœopathe	
_27898	Homœothérapie	
_27898	Homœotherme	
_27898	Homogénesie, Homogénie	
_27898	Homonymé	
_27898	Homopyrocatéchine	
_27898	Homosexuel	
_27898	Honoraires	
_27898	Honoré (Saint-)	
_27898	Honthin	
_27898	Hordéique	
_27898	Hordeum	
_27898	Horner	
_27898	Horoptérique	
_27898	Hortensia	
_27898	Hortia	
_27898	Hôte	
_27898	Hôtel-Dieu	
_27898	Hot Springs of Arkansas	
_27898	Hot Springs	
_27898	Houmiri	
_27898	Houston	
_27898	Hovenia	
_27898	Howship	
_27898	Huanoquine	
_27898	Huchets	
_27898	Hughlings-Jakson	
_27898	Huguenot-Springs	
_27898	Huguier	
_27898	Huméro-olécrânien	
_27898	Humide radical	
_27898	Hunyadi-Janos	
_27898	Hunterien	
_27898	Huntington	
_27898	Hutchinson	
_27898	Hyaloïde	
_27898	Hybanthe	
_27898	Hydantoine	
_27898	Hydantoique	
_27898	Hydatentérocèle	
_27898	Hydatidogène, Hydatigène	
_27898	Hydradénome	
_27898	Hydralcoolature	
_27898	Hydrangelle	
_27898	Hydranisoïne	
_27898	Hydrargyrisme	
_27898	Hydrargyrol	
_27898	Hydrastin	
_27898	Hydrastinine	
_27898	Hydrastis	
_27898	Hydsatique	
_27898	Hydrémése	
_27898	Hydresculine	
_27898	Hydrobilirubine	
_27898	Hydrobryorrhetine	
_27898	Hydrocotarnine	
_27898	Hydro-encéphalocèle, Hydrencéphalocèle	
_27898	Hydrofluosilicique	
_27898	Hydrogastrie	
_27898	Hydrogratiosolirétine	
_27898	Hydromyélie	
_27898	Hydromyélique	
_27898	Hydronephrose	
_27898	Hydrophtalmie	
_27898	Hydropneumopéricarde	
_27898	Hydropoése	
_27898	Hydropyréte	
_27898	Hydrorachiocentèse	
_27898	Hydrorachis	
_27898	Hydrorachitique	
_27898	Hydrosalpinx	
_27898	Hydroxyle	
_27898	Hyères	
_27898	Hygie	
_27898	Hygiocome	
_27898	Hygrocirsocèle	
_27898	Hygrodermie	
_27898	Hygrophtalmique	
_27898	Hygrosgopie	
_27898	Hymenæa	
_27898	Hyménodictyon	
_27898	Hymenolepis	
_27898	Hyménomalacie	
_27898	Hyocholalique	
_27898	Hyocholéique	
_27898	Hyocholique	
_27898	Hyo-chondroglosse	
_27898	Hyoglycocholique	
_27898	Hyophtalme	
_27898	Hyophtalmie	
_27898	Hyoscine	
_27898	Hyoscinique	
_27898	Hyotaurocholique	
_27898	Hypati	
_27898	Hyperacusie, Hypercousie	
_27898	Hyperalgésie, Hyperalgie	
_27898	Hyperceratosis	
_27898	Hyperchlorhydrie	
_27898	Hypercholie	
_27898	Hyperchromie	
_27898	Hypercinétique	
_27898	Hypercousie	
_27898	Hypercrinique	
_27898	Hyperentérose	
_27898	Hyperépidermotrophie	
_27898	Hyperglobulie	
_27898	Hyperglycémie	
_27898	Hyperhématoblastie	
_27898	Hyperhémie	
_27898	Hyperhémié	
_27898	Hyperhépatie	
_27898	Hyperkératose	
_27898	Hyperkinétique	
_27898	Hypermanganate	
_27898	Hypermnésie	
_27898	Hypernéphroïde	
_27898	Hypernéphrome	
_27898	Hyperorexique	
_27898	Hyperosmie	
_27898	Hyperpepsie	
_27898	Hyperphysiqu	
_27898	Hyperpyrétique	
_27898	Hyperpyrexie	
_27898	Hypersarcie	
_27898	Hypersplénomégalie	
_27898	Hypersplénomégauque	
_27898	Hyperthermie	
_27898	Hyperthyroïdation	
_27898	Hyperurése	
_27898	Hypesthésie	
_27898	Hypnal	
_27898	Hypnalgie	
_27898	Hypnoanesthésie	
_27898	Hypnone	
_27898	Hypnose	
_27898	Hypoacousie	
_27898	Hypoalgésie	
_27898	Hypoazoturie	
_27898	Hypochlorhydrie	
_27898	Hypocholie	
_27898	Hypocondre	ύποχόνδρων
_27898	Hypocondrialgie	
_27898	Hypocondriaque	
_27898	Hypocondrie	
_27898	Hypocrinie	
_27898	Hypocrinique	
_27898	Hypoderme	
_27898	Hypodermoclyse	
_27898	Hypoesthésie	
_27898	Hypogastropage	
_27898	Hypogeustie	
_27898	Hypoglosse	
_27898	Hypokinesie	
_27898	Hypokinétique	
_27898	Hypoleucocytose	
_27898	Hypomanie	
_27898	Hypoosmie	
_27898	Hypopepsie	
_27898	Hypophosphaturie	
_27898	Hypophtalmie	
_27898	Hypoplasie, Hypoplastie	
_27898	Hypospadiaque	
_27898	Hyposystolie	
_27898	Hypothenar	
_27898	Hypothermie	
_27898	Hypothyroïdation	
_27898	Hypothyroïdie	
_27898	Hypotonie	
_27898	Hypsiatrie	
_27898	Hypsocéphalie	
_27898	Hypurgie	
_27898	Hystérectomie	
_27898	Hystérocleisis, Hystérostomatocleisis	
_27898	Hystéromyome	
_27898	Hystéropexie	
_27898	Hystérophore	
_27898	Hystérorragie	
_27898	Hystéro-saturnisme	
_27898	Hystéro-traumatisme	
_27898	Hystricisme	
_27898	Iatromathématiciens	
_27898	Iatromécaniciens	
_27898	Iatromécanisme	
_27898	Iberis	
_27898	Ibit	
_27898	Icajine	
_27898	Ichtalbine	
_27898	Ichtargane	
_27898	Ichtoforme	
_27898	Ichtydine, Ichtine, Ichtyline, Émydine	
_27898	Ichtyocolle	
_27898	Ichtyol	
_27898	Ichtyomantie	
_27898	Ichtyophage	ίχθυεφάγος
_27898	Ichtyose	
_27898	Identique	
_27898	Idiosthénié	
_27898	Igazol	
_27898	Ignipuncture	
_27898	Iléo-colostomie, Iléo-iléostomie	
_27898	Ilex	
_27898	Ilicique	
_27898	Ilio-lombi-costo-abdominal	
_27898	Ilio-pubi-costo abdominal	
_27898	Ilio-scrotal	
_27898	Ilixanthine	
_27898	Ilot	
_27898	Imboual	
_27898	Immigration	
_27898	Immondice	
_27898	Impathnide	
_27898	Impénétrable	
_27898	Imperméable	
_27898	Impressible	
_27898	Impressif	
_27898	Impressionnabilité	
_27898	Iincapacité	
_27898	Incarnatifs	
_27898	Incisifs	
_27898	Incisive	
_27898	Incitant	
_27898	Inclination	
_27898	Incompatible	
_27898	Inconscient	
_27898	Incrassants	παχυντικός
_27898	Incrément	
_27898	Incrémentitiel, Elle	
_27898	Incurable	
_27898	Indicanurie	
_27898	Indifulvine	
_27898	Indifuscine	
_27898	Indihumine, Indirétine, Indirubine	
_27898	Indisposition	
_27898	Indoxylsulfate	
_27898	Inédiat	
_27898	Inédie	
_27898	Infantilisme	
_27898	Infecté	
_27898	Infestation	
_27898	Inframastite	
_27898	Infuse, Infusum	
_27898	Ingoggo	
_27898	Inguino-abdominal	
_27898	Inguino-crural	
_27898	Inhibition	
_27898	Inhibitoire	
_27898	Inial	
_27898	Iniofacial	
_27898	Innsbruck	
_27898	Inodore	
_27898	Inoscopie	
_27898	Inotagme	
_27898	Inscription	
_27898	Insensibilisateur	
_27898	Insensibilisation	
_27898	Insinglass	
_27898	Inspecteur	
_27898	Instruction	
_27898	Interannulaire	
_27898	Interapophysaire	
_27898	Interauriculaire	
_27898	Intercarotidien	
_27898	Interchromatique	
_27898	Intercondylien	
_27898	Intercunéen	
_27898	Interdiction	
_27898	Interépithélial	
_27898	Interfasciculaire	
_27898	Intermétacarpien	
_27898	Interne	
_27898	Interpédonculaire	
_27898	Interrogation	
_27898	Interrupteur	
_27898	Interutéro-placentaire	
_27898	Interventriculaire	
_27898	Intolérant	
_27898	Intra-abdominal	
_27898	Intracarotidien	
_27898	Intrahépatique	
_27898	Intramusculaire	
_27898	Intrarachidien	
_27898	Intratympanique	
_27898	Inunction	
_27898	Iodalose	
_27898	Jodéthyle	
_27898	Iodéthylformine	
_27898	Iodhydrargyrate	
_27898	Iodipin	
_27898	Iodocaséine	
_27898	Iodocinchonine	
_27898	Iodocodéine	
_27898	Iodoformine	
_27898	Iodol	
_27898	Iodomorphine	
_27898	Iodophénine	
_27898	Iodophtisie	
_27898	Iodothyrine	
_27898	Ion	
_27898	Iophobie	
_27898	Ipécacuanhique, Ipécuanhique	
_27898	Jbidésis	
_27898	Iridien	
_27898	Iridin	
_27898	Irido-choroïdite	
_27898	Iridodésis	
_27898	Iridorrhexie	
_27898	Irisé	
_27898	Irisine	
_27898	Irisopsie	
_27898	Irréinoculabilité	
_27898	Irrespirable	
_27898	Isatis	
_27898	Ischia	
_27898	Ischiadelphe	
_27898	Ischio-fémoro-péronier	
_27898	Ischlo-prétibial	
_27898	Ischio-pubiotomie	
_27898	Ischio-urétral	
_27898	Ischl	
_27898	Isertia	
_27898	Isochimène	
_27898	Isola-Bona	
_27898	Isonandra	
_27898	Isopelletiérine	
_27898	Isopepsine	
_27898	Isothérapie	
_27898	Isothère	
_27898	Isothermique	
_27898	Isotonie	
_27898	Iticucu	
_27898	Iva	
_27898	Ivaïne	
_27898	Ivanda	
_27898	Ixodidés	
_27898	Ixora	
_27898	Jaborandi	
_27898	Jaborandine	
_27898	Jaborine	
_27898	Jaccoud	
_27898	Jacksonien	
_27898	Jacquemier	
_27898	Jaen	
_27898	Jaffé	
_27898	Jakabfalva	
_27898	Jalapinol	
_27898	Jalapinolique	
_27898	Jaleyrac	
_27898	Jamaicine	
_27898	Jamaïque	
_27898	Jambier	
_27898	Jambosier	
